[2025-08-07T22:44:50.643+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T22:44:50.714+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:48.305320+00:00 [queued]>
[2025-08-07T22:44:50.750+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:48.305320+00:00 [queued]>
[2025-08-07T22:44:50.750+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T22:44:50.779+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-07 22:44:48.305320+00:00
[2025-08-07T22:44:50.799+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-07T22:44:48.305320+00:00', '--job-id', '838', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpjsm69flm']
[2025-08-07T22:44:50.801+0000] {standard_task_runner.py:105} INFO - Job 838: Subtask generator_stream_data
[2025-08-07T22:44:50.802+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=8960) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T22:44:50.804+0000] {standard_task_runner.py:72} INFO - Started process 8962 to run task
[2025-08-07T22:44:50.866+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:48.305320+00:00 [running]> on host e139a9424c76
[2025-08-07T22:44:50.972+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-07T22:44:48.305320+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-07T22:44:48.305320+00:00'
[2025-08-07T22:44:50.973+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T22:44:52.013+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-07T22:44:52.026+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.7', 19092)]>: Broker version identified as 2.6
[2025-08-07T22:44:52.027+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-07T22:44:52.142+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-1:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T22:44:52.146+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T22:44:52.147+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Closing connection. 
[2025-08-07T22:44:52.162+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth Hughes', 'song': 'Anthem', 'album': 'Limelight', 'genre': 'Country', 'artist': 'Jonathan Jones', 'stream_date': '2025-04-02'}
[2025-08-07T22:44:52.166+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Carlson', 'song': 'Reverie', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Joshua Blackwell', 'stream_date': '2025-03-12'}
[2025-08-07T22:44:52.167+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-07T22:44:52.171+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-07T22:44:52.169+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Donna Williams', 'song': 'Gravity', 'album': 'Rebellion', 'genre': 'Metal', 'artist': 'Savannah Orr', 'stream_date': '2025-04-19'}
[2025-08-07T22:44:52.176+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Isaac Mccall', 'song': 'Pulse', 'album': 'Limelight', 'genre': 'Reggae', 'artist': 'Harold Kirk', 'stream_date': '2025-08-21'}
[2025-08-07T22:44:52.179+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Baxter', 'song': 'Radiance', 'album': 'Rebellion', 'genre': 'Metal', 'artist': 'Jordan Holmes', 'stream_date': '2024-11-23'}
[2025-08-07T22:44:52.181+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Small', 'song': 'Pulse!', 'album': 'Rebellion', 'genre': 'Classical', 'artist': 'Dillon Brown', 'stream_date': '2025-07-01'}
[2025-08-07T22:44:52.185+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jamie Perry', 'song': 'Nomad', 'album': 'Limelight', 'genre': 'Rock', 'artist': 'James Elliott', 'stream_date': '2024-12-16'}
[2025-08-07T22:44:52.188+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sandra Anderson', 'song': 'Velocity', 'album': 'Exodus', 'genre': 'Hip-Hop', 'artist': 'Jennifer Thomas', 'stream_date': '2025-02-09'}
[2025-08-07T22:44:52.189+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Armstrong', 'song': 'Anthem', 'album': 'Nightfall', 'genre': 'Pop', 'artist': 'Mary Baker', 'stream_date': '2025-02-16'}
[2025-08-07T22:44:52.194+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Richard', 'song': 'Horizon!', 'album': 'Islands', 'genre': 'Electronic', 'artist': 'Amanda Castro', 'stream_date': '2025-03-23'}
[2025-08-07T22:44:52.196+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kerri Morrow', 'song': 'Nomad', 'album': 'Elysium', 'genre': 'Metal', 'artist': 'Morgan Scott', 'stream_date': '2024-10-02'}
[2025-08-07T22:44:52.197+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joan Freeman', 'song': 'Vortex', 'album': 'Exodus', 'genre': 'Electronic', 'artist': 'Lori Hughes', 'stream_date': '2025-04-14'}
[2025-08-07T22:44:52.198+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Caldwell', 'song': 'Aurora?', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'James Griffith', 'stream_date': '2025-03-27'}
[2025-08-07T22:44:52.200+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Austin Atkinson', 'song': 'Cascade', 'album': 'Static', 'genre': 'Metal', 'artist': 'Megan Reed', 'stream_date': '2024-10-01'}
[2025-08-07T22:44:52.205+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sean Morgan', 'song': 'Mirage?', 'album': 'Nightfall', 'genre': 'Country', 'artist': 'Kelli Black', 'stream_date': '2025-06-29'}
