[2025-08-06T23:34:14.617+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-06T23:34:14.624+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:34:12.817210+00:00 [queued]>
[2025-08-06T23:34:14.628+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:34:12.817210+00:00 [queued]>
[2025-08-06T23:34:14.628+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-06T23:34:14.633+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-06 23:34:12.817210+00:00
[2025-08-06T23:34:14.636+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=436) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-06T23:34:14.636+0000] {standard_task_runner.py:72} INFO - Started process 437 to run task
[2025-08-06T23:34:14.636+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-06T23:34:12.817210+00:00', '--job-id', '800', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpbxg6enz3']
[2025-08-06T23:34:14.637+0000] {standard_task_runner.py:105} INFO - Job 800: Subtask generator_stream_data
[2025-08-06T23:34:14.660+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:34:12.817210+00:00 [running]> on host fa37cd2eaec1
[2025-08-06T23:34:14.695+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-06T23:34:12.817210+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-06T23:34:12.817210+00:00'
[2025-08-06T23:34:14.695+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-06T23:34:14.808+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-06T23:34:14.810+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.10', 19092)]>: Broker version identified as 2.6
[2025-08-06T23:34:14.810+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-06T23:34:14.914+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-06T23:34:14.915+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-06T23:34:14.916+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Closing connection. 
[2025-08-06T23:34:14.918+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Paul Brooks', 'song': 'Horizon!', 'album': 'Elysium', 'genre': 'R&B', 'artist': 'Lee Morales', 'stream_date': '2024-10-28'}
[2025-08-06T23:34:14.919+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Lance Johnson', 'song': 'Vapor', 'album': 'Islands', 'genre': 'Country', 'artist': 'William Franklin', 'stream_date': '2025-06-08'}
[2025-08-06T23:34:14.919+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Teresa Ruiz', 'song': 'Equinox', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'William Collins', 'stream_date': '2024-09-27'}
[2025-08-06T23:34:14.919+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-06T23:34:14.920+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Terry Nguyen', 'song': 'Anthem', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Alyssa Jackson', 'stream_date': '2024-08-21'}
[2025-08-06T23:34:14.920+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-06T23:34:14.920+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Ballard', 'song': 'Ember', 'album': 'Islands', 'genre': 'R&B', 'artist': 'Anthony Berry', 'stream_date': '2024-10-11'}
[2025-08-06T23:34:14.921+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Darius Allen', 'song': 'Aurora', 'album': 'Paragon', 'genre': 'Rock', 'artist': 'Sandra Stewart', 'stream_date': '2025-02-23'}
[2025-08-06T23:34:14.922+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Katherine Romero', 'song': 'Anthem', 'album': 'Sanctuary', 'genre': 'Electronic', 'artist': 'Linda Gomez', 'stream_date': '2025-02-01'}
[2025-08-06T23:34:14.923+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ronald Adams', 'song': 'Zenith', 'album': 'Utopia', 'genre': 'R&B', 'artist': 'Brittany Carlson', 'stream_date': '2025-03-23'}
[2025-08-06T23:34:14.924+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Courtney Williams', 'song': 'Odyssey', 'album': 'Afterglow', 'genre': 'Hip-Hop', 'artist': 'Sarah Williams', 'stream_date': '2024-11-05'}
[2025-08-06T23:34:14.924+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Casey Gonzalez', 'song': 'Reverie', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'Darren Collier', 'stream_date': '2025-08-14'}
[2025-08-06T23:34:14.925+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alex Baker', 'song': 'Echo?', 'album': 'Afterglow', 'genre': 'Jazz', 'artist': 'Jennifer Malone', 'stream_date': '2025-03-22'}
[2025-08-06T23:34:14.925+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Todd Glass', 'song': 'Aurora?', 'album': 'Limelight', 'genre': 'Electronic', 'artist': 'Candice Levy', 'stream_date': '2025-01-04'}
[2025-08-06T23:34:14.926+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Ruiz', 'song': 'Solstice', 'album': 'Ascension', 'genre': 'Reggae', 'artist': 'Rachel Graham', 'stream_date': '2025-01-05'}
[2025-08-06T23:34:14.926+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Karen Farley', 'song': 'Echo?', 'album': 'Threshold', 'genre': 'Jazz', 'artist': 'Richard Sherman', 'stream_date': '2025-05-04'}
[2025-08-06T23:34:14.927+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angel Nash', 'song': 'Ember', 'album': 'Exodus', 'genre': 'Pop', 'artist': 'Dr. Melissa Patel', 'stream_date': '2025-01-14'}
