[2025-08-07T00:06:40.023+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T00:06:40.032+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-06T00:00:00+00:00 [queued]>
[2025-08-07T00:06:40.038+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-06T00:00:00+00:00 [queued]>
[2025-08-07T00:06:40.039+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T00:06:40.046+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-06 00:00:00+00:00
[2025-08-07T00:06:40.050+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=222) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T00:06:40.050+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'scheduled__2025-08-06T00:00:00+00:00', '--job-id', '816', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp_kjt8caf']
[2025-08-07T00:06:40.053+0000] {standard_task_runner.py:72} INFO - Started process 226 to run task
[2025-08-07T00:06:40.053+0000] {standard_task_runner.py:105} INFO - Job 816: Subtask generator_stream_data
[2025-08-07T00:06:40.086+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-06T00:00:00+00:00 [running]> on host 705dc7a53065
[2025-08-07T00:06:40.124+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-06T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-08-06T00:00:00+00:00'
[2025-08-07T00:06:40.125+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T00:06:40.280+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T00:06:40.284+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.8', 19092)]>: Broker version identified as 2.6
[2025-08-07T00:06:40.284+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T00:06:40.389+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-1:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-07T00:06:40.390+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-07T00:06:40.391+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
[2025-08-07T00:06:40.395+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T00:06:40.499+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T00:06:40.605+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T00:06:40.711+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T00:06:40.816+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T00:06:40.921+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Javier Martinez', 'song': 'Paradox', 'album': 'Islands', 'genre': 'Hip-Hop', 'artist': 'Amanda Gibson', 'stream_date': '2024-08-17'}
[2025-08-07T00:06:40.923+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jane Miranda', 'song': 'Infinity', 'album': 'Paragon', 'genre': 'R&B', 'artist': 'Linda Silva', 'stream_date': '2025-08-01'}
[2025-08-07T00:06:40.923+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T00:06:40.923+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nancy Navarro', 'song': 'Celestial', 'album': 'Afterglow', 'genre': 'Jazz', 'artist': 'Kevin Todd', 'stream_date': '2025-07-17'}
[2025-08-07T00:06:40.924+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T00:06:40.924+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Teresa King', 'song': 'Solace', 'album': 'Exodus', 'genre': 'Electronic', 'artist': 'Kirsten Sharp', 'stream_date': '2024-10-25'}
[2025-08-07T00:06:40.926+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth King', 'song': 'Radiant', 'album': 'Rebellion', 'genre': 'Rock', 'artist': 'Michael Grimes', 'stream_date': '2024-09-16'}
[2025-08-07T00:06:40.927+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kimberly Brown', 'song': 'Ember!', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Amy Jacobs', 'stream_date': '2025-07-09'}
[2025-08-07T00:06:40.928+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Abigail Gray DDS', 'song': 'Ember', 'album': 'Limelight', 'genre': 'Metal', 'artist': 'Joseph Alvarado', 'stream_date': '2025-01-10'}
[2025-08-07T00:06:40.932+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sheri Wilson', 'song': 'Silhouette', 'album': 'Visions', 'genre': 'Reggae', 'artist': 'Eugene Gonzalez', 'stream_date': '2024-11-27'}
[2025-08-07T00:06:40.933+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michelle Roberts', 'song': 'Luminous', 'album': 'Ascension', 'genre': 'Electronic', 'artist': 'Isaac Lopez', 'stream_date': '2025-08-28'}
[2025-08-07T00:06:40.933+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rodney James', 'song': 'Drift', 'album': 'Islands', 'genre': 'Metal', 'artist': 'Brittany Hill', 'stream_date': '2024-11-10'}
[2025-08-07T00:06:40.933+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jonathan Snow', 'song': 'Silhouette', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Isaiah Miller', 'stream_date': '2025-02-21'}
[2025-08-07T00:06:40.934+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Williams', 'song': 'Euphoria', 'album': 'Utopia', 'genre': 'Metal', 'artist': 'Terri Bass', 'stream_date': '2024-10-15'}
[2025-08-07T00:06:40.935+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samantha Moore', 'song': 'Solstice', 'album': 'Elysium', 'genre': 'Electronic', 'artist': 'Tyler Anderson', 'stream_date': '2025-08-19'}
[2025-08-07T00:06:40.936+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jonathan Howe', 'song': 'Pulse!', 'album': 'Islands', 'genre': 'Country', 'artist': 'Craig Davis', 'stream_date': '2025-06-09'}
[2025-08-07T00:06:40.937+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Garrett Nelson', 'song': 'Vapor', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'Jane Gonzalez', 'stream_date': '2024-09-22'}
[2025-08-07T00:06:40.938+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Campbell', 'song': 'Zenith', 'album': 'Afterglow', 'genre': 'R&B', 'artist': 'Caitlin Newton', 'stream_date': '2024-11-04'}
[2025-08-07T00:06:40.939+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Daniel Sanford', 'song': 'Radiant', 'album': 'Afterglow', 'genre': 'Metal', 'artist': 'Andrea Cook', 'stream_date': '2025-01-28'}
