[2025-08-07T22:44:52.473+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T22:44:52.514+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:50.489583+00:00 [queued]>
[2025-08-07T22:44:52.530+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:50.489583+00:00 [queued]>
[2025-08-07T22:44:52.531+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T22:44:52.552+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-07 22:44:50.489583+00:00
[2025-08-07T22:44:52.563+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=8971) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T22:44:52.564+0000] {standard_task_runner.py:72} INFO - Started process 8973 to run task
[2025-08-07T22:44:52.565+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-07T22:44:50.489583+00:00', '--job-id', '841', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpa6rojmpa']
[2025-08-07T22:44:52.570+0000] {standard_task_runner.py:105} INFO - Job 841: Subtask generator_stream_data
[2025-08-07T22:44:52.635+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T22:44:50.489583+00:00 [running]> on host e139a9424c76
[2025-08-07T22:44:52.735+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-07T22:44:50.489583+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-07T22:44:50.489583+00:00'
[2025-08-07T22:44:52.737+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T22:44:53.035+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-07T22:44:53.041+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.7', 19092)]>: Broker version identified as 2.6
[2025-08-07T22:44:53.042+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-07T22:44:53.151+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-07T22:44:53.152+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-07T22:44:53.152+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Closing connection. 
[2025-08-07T22:44:53.157+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth Hughes', 'song': 'Anthem', 'album': 'Limelight', 'genre': 'R&B', 'artist': 'Jonathan Jones', 'stream_date': '2025-04-02'}
[2025-08-07T22:44:53.159+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Carlson', 'song': 'Reverie', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Joshua Blackwell', 'stream_date': '2025-03-12'}
[2025-08-07T22:44:53.160+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Donna Williams', 'song': 'Gravity', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Savannah Orr', 'stream_date': '2025-04-19'}
[2025-08-07T22:44:53.160+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-07T22:44:53.163+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Isaac Mccall', 'song': 'Pulse', 'album': 'Limelight', 'genre': 'Rock', 'artist': 'Harold Kirk', 'stream_date': '2025-08-21'}
[2025-08-07T22:44:53.165+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Baxter', 'song': 'Radiance', 'album': 'Rebellion', 'genre': 'Hip-Hop', 'artist': 'Jordan Holmes', 'stream_date': '2024-11-23'}
[2025-08-07T22:44:53.166+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Small', 'song': 'Pulse!', 'album': 'Rebellion', 'genre': 'Classical', 'artist': 'Dillon Brown', 'stream_date': '2025-07-01'}
[2025-08-07T22:44:53.164+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-07T22:44:53.168+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jamie Perry', 'song': 'Nomad', 'album': 'Limelight', 'genre': 'Metal', 'artist': 'James Elliott', 'stream_date': '2024-12-16'}
[2025-08-07T22:44:53.174+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sandra Anderson', 'song': 'Velocity', 'album': 'Exodus', 'genre': 'Pop', 'artist': 'Jennifer Thomas', 'stream_date': '2025-02-09'}
[2025-08-07T22:44:53.176+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Armstrong', 'song': 'Anthem', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Mary Baker', 'stream_date': '2025-02-16'}
[2025-08-07T22:44:53.179+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Richard', 'song': 'Horizon!', 'album': 'Islands', 'genre': 'Pop', 'artist': 'Amanda Castro', 'stream_date': '2025-03-23'}
[2025-08-07T22:44:53.184+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kerri Morrow', 'song': 'Nomad', 'album': 'Elysium', 'genre': 'Country', 'artist': 'Morgan Scott', 'stream_date': '2024-10-02'}
[2025-08-07T22:44:53.187+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joan Freeman', 'song': 'Vortex', 'album': 'Exodus', 'genre': 'Classical', 'artist': 'Lori Hughes', 'stream_date': '2025-04-14'}
[2025-08-07T22:44:53.190+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Caldwell', 'song': 'Aurora?', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'James Griffith', 'stream_date': '2025-03-27'}
[2025-08-07T22:44:53.193+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Austin Atkinson', 'song': 'Cascade', 'album': 'Static', 'genre': 'Jazz', 'artist': 'Megan Reed', 'stream_date': '2024-10-01'}
[2025-08-07T22:44:53.196+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sean Morgan', 'song': 'Mirage?', 'album': 'Nightfall', 'genre': 'Metal', 'artist': 'Kelli Black', 'stream_date': '2025-06-29'}
