[2025-08-06T23:46:31.141+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-06T23:46:31.155+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:46:29.811503+00:00 [queued]>
[2025-08-06T23:46:31.163+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:46:29.811503+00:00 [queued]>
[2025-08-06T23:46:31.166+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-06T23:46:31.173+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-06 23:46:29.811503+00:00
[2025-08-06T23:46:31.177+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-06T23:46:29.811503+00:00', '--job-id', '812', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpynilazj4']
[2025-08-06T23:46:31.177+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=1102) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-06T23:46:31.179+0000] {standard_task_runner.py:105} INFO - Job 812: Subtask generator_stream_data
[2025-08-06T23:46:31.180+0000] {standard_task_runner.py:72} INFO - Started process 1105 to run task
[2025-08-06T23:46:31.205+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:46:29.811503+00:00 [running]> on host fa37cd2eaec1
[2025-08-06T23:46:31.242+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-06T23:46:29.811503+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-06T23:46:29.811503+00:00'
[2025-08-06T23:46:31.242+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-06T23:46:31.440+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-06T23:46:31.449+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.10', 19092)]>: Broker version identified as 2.6
[2025-08-06T23:46:31.450+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-06T23:46:31.558+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-06T23:46:31.559+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-06T23:46:31.560+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Closing connection. 
[2025-08-06T23:46:31.568+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Paul Brooks', 'song': 'Horizon!', 'album': 'Elysium', 'genre': 'Metal', 'artist': 'Lee Morales', 'stream_date': '2024-10-28'}
[2025-08-06T23:46:31.568+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Lance Johnson', 'song': 'Vapor', 'album': 'Islands', 'genre': 'Country', 'artist': 'William Franklin', 'stream_date': '2025-06-08'}
[2025-08-06T23:46:31.569+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Teresa Ruiz', 'song': 'Equinox', 'album': 'Threshold', 'genre': 'Electronic', 'artist': 'William Collins', 'stream_date': '2024-09-27'}
[2025-08-06T23:46:31.569+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Terry Nguyen', 'song': 'Anthem', 'album': 'Exodus', 'genre': 'Metal', 'artist': 'Alyssa Jackson', 'stream_date': '2024-08-21'}
[2025-08-06T23:46:31.570+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Ballard', 'song': 'Ember', 'album': 'Islands', 'genre': 'Reggae', 'artist': 'Anthony Berry', 'stream_date': '2024-10-11'}
[2025-08-06T23:46:31.570+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Darius Allen', 'song': 'Aurora', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'Sandra Stewart', 'stream_date': '2025-02-23'}
[2025-08-06T23:46:31.570+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Katherine Romero', 'song': 'Anthem', 'album': 'Sanctuary', 'genre': 'Metal', 'artist': 'Linda Gomez', 'stream_date': '2025-02-01'}
[2025-08-06T23:46:31.571+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ronald Adams', 'song': 'Zenith', 'album': 'Utopia', 'genre': 'Reggae', 'artist': 'Brittany Carlson', 'stream_date': '2025-03-23'}
[2025-08-06T23:46:31.571+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Courtney Williams', 'song': 'Odyssey', 'album': 'Afterglow', 'genre': 'Metal', 'artist': 'Sarah Williams', 'stream_date': '2024-11-05'}
[2025-08-06T23:46:31.571+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Casey Gonzalez', 'song': 'Reverie', 'album': 'Threshold', 'genre': 'Metal', 'artist': 'Darren Collier', 'stream_date': '2025-08-14'}
[2025-08-06T23:46:31.571+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alex Baker', 'song': 'Echo?', 'album': 'Afterglow', 'genre': 'Jazz', 'artist': 'Jennifer Malone', 'stream_date': '2025-03-22'}
[2025-08-06T23:46:31.572+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Todd Glass', 'song': 'Aurora?', 'album': 'Limelight', 'genre': 'Reggae', 'artist': 'Candice Levy', 'stream_date': '2025-01-04'}
[2025-08-06T23:46:31.572+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Ruiz', 'song': 'Solstice', 'album': 'Ascension', 'genre': 'Rock', 'artist': 'Rachel Graham', 'stream_date': '2025-01-05'}
[2025-08-06T23:46:31.572+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Karen Farley', 'song': 'Echo?', 'album': 'Threshold', 'genre': 'Classical', 'artist': 'Richard Sherman', 'stream_date': '2025-05-04'}
[2025-08-06T23:46:31.572+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angel Nash', 'song': 'Ember', 'album': 'Exodus', 'genre': 'Electronic', 'artist': 'Dr. Melissa Patel', 'stream_date': '2025-01-14'}
[2025-08-06T23:46:31.573+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Sullivan', 'song': 'Vortex', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'Rachael Blair', 'stream_date': '2024-09-29'}
[2025-08-06T23:46:31.573+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alicia Patterson', 'song': 'Celestial', 'album': 'Limelight', 'genre': 'Jazz', 'artist': 'Kristen Johnson', 'stream_date': '2024-11-23'}
