[2025-08-07T18:02:16.777+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T18:02:16.796+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:02:16.379953+00:00 [queued]>
[2025-08-07T18:02:16.806+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:02:16.379953+00:00 [queued]>
[2025-08-07T18:02:16.809+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T18:02:16.819+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-07 18:02:16.379953+00:00
[2025-08-07T18:02:16.823+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=302) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T18:02:16.824+0000] {standard_task_runner.py:72} INFO - Started process 307 to run task
[2025-08-07T18:02:16.824+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-07T18:02:16.379953+00:00', '--job-id', '823', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpu82s1tct']
[2025-08-07T18:02:16.825+0000] {standard_task_runner.py:105} INFO - Job 823: Subtask generator_stream_data
[2025-08-07T18:02:16.859+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:02:16.379953+00:00 [running]> on host 661704bd25df
[2025-08-07T18:02:16.949+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-07T18:02:16.379953+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-07T18:02:16.379953+00:00'
[2025-08-07T18:02:16.950+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T18:02:17.133+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.11', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.11', 19092) IPv4]
[2025-08-07T18:02:17.138+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.11', 19092)]>: Broker version identified as 2.6
[2025-08-07T18:02:17.138+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.11', 19092)]>: Connection complete.
[2025-08-07T18:02:17.242+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-07T18:02:17.243+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-07T18:02:17.243+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.11', 19092)]>: Closing connection. 
[2025-08-07T18:02:17.245+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:02:17.349+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:02:17.453+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:02:17.556+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:02:17.660+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:02:17.764+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mr. Jacob Glass DVM', 'song': 'Luminous', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Duane Jackson', 'stream_date': '2024-11-20'}
[2025-08-07T18:02:17.766+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Garcia', 'song': 'Serenity', 'album': 'Elysium', 'genre': 'Electronic', 'artist': 'Cynthia Nelson', 'stream_date': '2025-01-10'}
[2025-08-07T18:02:17.767+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mandy Johnson', 'song': 'Odyssey', 'album': 'Nightfall', 'genre': 'Pop', 'artist': 'Amanda Ross', 'stream_date': '2024-11-07'}
[2025-08-07T18:02:17.767+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tara Howell', 'song': 'Nocturne', 'album': 'Rebellion', 'genre': 'Jazz', 'artist': 'Gabrielle Ramirez DVM', 'stream_date': '2025-01-18'}
[2025-08-07T18:02:17.769+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Debra Pollard', 'song': 'Fragment', 'album': 'Utopia', 'genre': 'Rock', 'artist': 'John Page', 'stream_date': '2025-01-06'}
[2025-08-07T18:02:17.770+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Vickie Nguyen', 'song': 'Infinity', 'album': 'Limelight', 'genre': 'Pop', 'artist': 'Keith Hughes', 'stream_date': '2024-12-22'}
[2025-08-07T18:02:17.771+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sharon Griffin', 'song': 'Fragment', 'album': 'Daybreak', 'genre': 'Reggae', 'artist': 'Anthony Cannon', 'stream_date': '2025-01-23'}
[2025-08-07T18:02:17.772+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Lisa Smith', 'song': 'Drift', 'album': 'Islands', 'genre': 'Classical', 'artist': 'Eric Oconnell', 'stream_date': '2025-01-02'}
[2025-08-07T18:02:17.773+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christine Foster', 'song': 'Anthem', 'album': 'Islands', 'genre': 'Jazz', 'artist': 'Anna Perez', 'stream_date': '2025-08-11'}
[2025-08-07T18:02:17.774+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Anna Lawson', 'song': 'Cascade', 'album': 'Rebellion', 'genre': 'Rock', 'artist': 'Dr. James Beasley', 'stream_date': '2025-04-11'}
[2025-08-07T18:02:17.775+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jamie Gomez', 'song': 'Ember', 'album': 'Paragon', 'genre': 'Classical', 'artist': 'Lisa Mueller', 'stream_date': '2024-08-20'}
[2025-08-07T18:02:17.776+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Melvin Moreno', 'song': 'Cascade', 'album': 'Paragon', 'genre': 'Electronic', 'artist': 'Mary Henry', 'stream_date': '2024-08-16'}
[2025-08-07T18:02:17.776+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christine Gomez', 'song': 'Pulse', 'album': 'Threshold', 'genre': 'Hip-Hop', 'artist': 'Denise Norman', 'stream_date': '2025-06-10'}
[2025-08-07T18:02:17.777+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Linda Mckinney', 'song': 'Crescendo', 'album': 'Rebellion', 'genre': 'Hip-Hop', 'artist': 'Lee Tucker', 'stream_date': '2025-08-04'}
[2025-08-07T18:02:17.778+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Matthew Lin', 'song': 'Horizon!', 'album': 'Sanctuary', 'genre': 'Metal', 'artist': 'Brenda Hale', 'stream_date': '2024-08-07'}
[2025-08-07T18:02:17.778+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Karen Jimenez', 'song': 'Spectrum?', 'album': 'Utopia', 'genre': 'Classical', 'artist': 'Brad Baker', 'stream_date': '2025-02-12'}
[2025-08-07T18:02:17.779+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Theresa Ochoa', 'song': 'Phoenix', 'album': 'Sanctuary', 'genre': 'Country', 'artist': 'Michelle Burton', 'stream_date': '2024-09-15'}
[2025-08-07T18:02:17.780+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Belinda Schneider', 'song': 'Cascade', 'album': 'Limelight', 'genre': 'Pop', 'artist': 'Daniel Lowery', 'stream_date': '2025-06-26'}
[2025-08-07T18:02:17.781+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Saunders', 'song': 'Aurora', 'album': 'Limelight', 'genre': 'Rock', 'artist': 'Kimberly Thompson', 'stream_date': '2024-10-07'}
[2025-08-07T18:02:17.782+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Janet Lam', 'song': 'Mosaic', 'album': 'Islands', 'genre': 'Jazz', 'artist': 'Nina Morse', 'stream_date': '2024-11-13'}
[2025-08-07T18:02:17.783+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Antonio Wilson', 'song': 'Horizon!', 'album': 'Threshold', 'genre': 'Classical', 'artist': 'Kaylee Reyes', 'stream_date': '2025-08-14'}
[2025-08-07T18:02:17.784+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Daniel Russo', 'song': 'Whispers', 'album': 'Utopia', 'genre': 'Metal', 'artist': 'Jasmine Johnson', 'stream_date': '2025-02-26'}
[2025-08-07T18:02:17.784+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Smith', 'song': 'Quantum', 'album': 'Ascension', 'genre': 'Jazz', 'artist': 'Jeffrey Smith', 'stream_date': '2024-11-25'}
[2025-08-07T18:02:17.785+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michelle Yates', 'song': 'Horizon', 'album': 'Nightfall', 'genre': 'Rock', 'artist': 'Peter Acevedo', 'stream_date': '2025-04-22'}
[2025-08-07T18:02:17.786+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Clayton Dominguez', 'song': 'Vortex', 'album': 'Sanctuary', 'genre': 'Reggae', 'artist': 'Lisa Young', 'stream_date': '2024-11-28'}
[2025-08-07T18:02:17.787+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Denise Young', 'song': 'Equinox', 'album': 'Utopia', 'genre': 'Metal', 'artist': 'Melanie Jones', 'stream_date': '2024-12-08'}
[2025-08-07T18:02:17.787+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Johnston', 'song': 'Gravity', 'album': 'Limelight', 'genre': 'Reggae', 'artist': 'Kenneth Berg', 'stream_date': '2024-09-11'}
[2025-08-07T18:02:17.788+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Laurie Brown', 'song': 'Pulse!', 'album': 'Afterglow', 'genre': 'Reggae', 'artist': 'Bridget Davis', 'stream_date': '2025-07-02'}
[2025-08-07T18:02:17.789+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kimberly Middleton MD', 'song': 'Mosaic', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'Jessica Moore', 'stream_date': '2024-12-06'}
[2025-08-07T18:02:17.789+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brenda Zavala', 'song': 'Solstice', 'album': 'Nightfall', 'genre': 'Classical', 'artist': 'Chad Woods', 'stream_date': '2025-01-04'}
[2025-08-07T18:02:17.790+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Miss Laura Patel DDS', 'song': 'Serenity', 'album': 'Islands', 'genre': 'Pop', 'artist': 'Jessica Moreno PhD', 'stream_date': '2024-11-12'}
[2025-08-07T18:02:17.791+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Fuentes', 'song': 'Echo?', 'album': 'Paragon', 'genre': 'Classical', 'artist': 'Benjamin Wagner', 'stream_date': '2025-06-02'}
[2025-08-07T18:02:17.792+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michelle Sullivan', 'song': 'Echo?', 'album': 'Visions', 'genre': 'Hip-Hop', 'artist': 'Jenna Fields', 'stream_date': '2025-05-03'}
[2025-08-07T18:02:17.793+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Wanda Mckinney', 'song': 'Radiance', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Michael Griffin', 'stream_date': '2025-04-04'}
[2025-08-07T18:02:17.793+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christy Fernandez', 'song': 'Cascade', 'album': 'Sanctuary', 'genre': 'Hip-Hop', 'artist': 'Kari Jenkins', 'stream_date': '2024-10-05'}
[2025-08-07T18:02:17.794+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joseph Obrien', 'song': 'Velvet', 'album': 'Nightfall', 'genre': 'Pop', 'artist': 'Erika Dougherty', 'stream_date': '2025-06-24'}
[2025-08-07T18:02:17.795+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kendra Sharp', 'song': 'Spectrum', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Gabriela Garza', 'stream_date': '2025-04-29'}
[2025-08-07T18:02:17.795+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Douglas Mason', 'song': 'Whispers', 'album': 'Static', 'genre': 'Jazz', 'artist': 'Brian Alvarez', 'stream_date': '2024-09-18'}
[2025-08-07T18:02:17.796+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Cynthia Johnson', 'song': 'Mirage', 'album': 'Ascension', 'genre': 'Rock', 'artist': 'James Stark', 'stream_date': '2025-08-31'}
[2025-08-07T18:02:17.797+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Richard Dickson', 'song': 'Tempest', 'album': 'Utopia', 'genre': 'R&B', 'artist': 'Michael Campbell', 'stream_date': '2024-10-16'}
[2025-08-07T18:02:17.797+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Singleton', 'song': 'Paradox', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Joseph Garcia', 'stream_date': '2024-08-12'}
