[2025-08-07T19:39:48.954+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T19:39:48.970+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T19:39:47.293512+00:00 [queued]>
[2025-08-07T19:39:48.977+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T19:39:47.293512+00:00 [queued]>
[2025-08-07T19:39:48.977+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T19:39:48.988+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-07 19:39:47.293512+00:00
[2025-08-07T19:39:49.000+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-07T19:39:47.293512+00:00', '--job-id', '833', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpfu1u_7ju']
[2025-08-07T19:39:49.003+0000] {standard_task_runner.py:105} INFO - Job 833: Subtask generator_stream_data
[2025-08-07T19:39:49.001+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=263) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T19:39:49.006+0000] {standard_task_runner.py:72} INFO - Started process 264 to run task
[2025-08-07T19:39:49.058+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T19:39:47.293512+00:00 [running]> on host e139a9424c76
[2025-08-07T19:39:49.115+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-07T19:39:47.293512+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-07T19:39:47.293512+00:00'
[2025-08-07T19:39:49.116+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T19:39:49.308+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T19:39:49.315+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.8', 19092)]>: Broker version identified as 2.6
[2025-08-07T19:39:49.316+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T19:39:49.421+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-07T19:39:49.422+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-07T19:39:49.422+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
[2025-08-07T19:39:49.436+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T19:39:49.542+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T19:39:49.647+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T19:39:49.755+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth Hughes', 'song': 'Anthem', 'album': 'Limelight', 'genre': 'Classical', 'artist': 'Jonathan Jones', 'stream_date': '2025-04-02'}
[2025-08-07T19:39:49.757+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Carlson', 'song': 'Reverie', 'album': 'Paragon', 'genre': 'Jazz', 'artist': 'Joshua Blackwell', 'stream_date': '2025-03-12'}
[2025-08-07T19:39:49.757+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Donna Williams', 'song': 'Gravity', 'album': 'Rebellion', 'genre': 'Rock', 'artist': 'Savannah Orr', 'stream_date': '2025-04-19'}
[2025-08-07T19:39:49.757+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T19:39:49.758+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Isaac Mccall', 'song': 'Pulse', 'album': 'Limelight', 'genre': 'Hip-Hop', 'artist': 'Harold Kirk', 'stream_date': '2025-08-21'}
[2025-08-07T19:39:49.758+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T19:39:49.759+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Baxter', 'song': 'Radiance', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Jordan Holmes', 'stream_date': '2024-11-23'}
[2025-08-07T19:39:49.761+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Small', 'song': 'Pulse!', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Dillon Brown', 'stream_date': '2025-07-01'}
[2025-08-07T19:39:49.762+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jamie Perry', 'song': 'Nomad', 'album': 'Limelight', 'genre': 'Reggae', 'artist': 'James Elliott', 'stream_date': '2024-12-16'}
[2025-08-07T19:39:49.763+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sandra Anderson', 'song': 'Velocity', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Jennifer Thomas', 'stream_date': '2025-02-09'}
[2025-08-07T19:39:49.764+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Armstrong', 'song': 'Anthem', 'album': 'Nightfall', 'genre': 'Rock', 'artist': 'Mary Baker', 'stream_date': '2025-02-16'}
[2025-08-07T19:39:49.765+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Richard', 'song': 'Horizon!', 'album': 'Islands', 'genre': 'Pop', 'artist': 'Amanda Castro', 'stream_date': '2025-03-23'}
[2025-08-07T19:39:49.766+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kerri Morrow', 'song': 'Nomad', 'album': 'Elysium', 'genre': 'Hip-Hop', 'artist': 'Morgan Scott', 'stream_date': '2024-10-02'}
[2025-08-07T19:39:49.766+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joan Freeman', 'song': 'Vortex', 'album': 'Exodus', 'genre': 'Pop', 'artist': 'Lori Hughes', 'stream_date': '2025-04-14'}
[2025-08-07T19:39:49.767+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Caldwell', 'song': 'Aurora?', 'album': 'Sanctuary', 'genre': 'Hip-Hop', 'artist': 'James Griffith', 'stream_date': '2025-03-27'}
[2025-08-07T19:39:49.767+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Austin Atkinson', 'song': 'Cascade', 'album': 'Static', 'genre': 'Country', 'artist': 'Megan Reed', 'stream_date': '2024-10-01'}
[2025-08-07T19:39:49.768+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sean Morgan', 'song': 'Mirage?', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Kelli Black', 'stream_date': '2025-06-29'}
[2025-08-07T19:39:49.768+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shannon Thomas', 'song': 'Horizon', 'album': 'Limelight', 'genre': 'Classical', 'artist': 'Suzanne Munoz', 'stream_date': '2024-08-21'}
