[2025-08-05T22:29:14.385+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-05T22:29:14.398+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T22:29:12.592872+00:00 [queued]>
[2025-08-05T22:29:14.402+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T22:29:12.592872+00:00 [queued]>
[2025-08-05T22:29:14.402+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-05T22:29:14.407+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-05 22:29:12.592872+00:00
[2025-08-05T22:29:14.415+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=3000) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-05T22:29:14.417+0000] {standard_task_runner.py:72} INFO - Started process 3001 to run task
[2025-08-05T22:29:14.414+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-05T22:29:12.592872+00:00', '--job-id', '772', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpvn8a87dg']
[2025-08-05T22:29:14.418+0000] {standard_task_runner.py:105} INFO - Job 772: Subtask generator_stream_data
[2025-08-05T22:29:14.445+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T22:29:12.592872+00:00 [running]> on host 86211193b7ee
[2025-08-05T22:29:14.488+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-05T22:29:12.592872+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-05T22:29:12.592872+00:00'
[2025-08-05T22:29:14.488+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-05T22:29:14.683+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-05T22:29:14.723+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.7', 19092)]>: Broker version identified as 2.6
[2025-08-05T22:29:14.725+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-05T22:29:14.855+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T22:29:14.857+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T22:29:14.857+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Closing connection. 
[2025-08-05T22:29:14.861+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Autumn Booker', 'song': 'Pulse', 'album': 'Threshold', 'genre': 'Rock', 'artist': 'Eric Mullins', 'stream_date': '2001-05-09'}
[2025-08-05T22:29:14.863+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-1:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-05T22:29:14.863+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Andrew Ferrell', 'song': 'Infinity', 'album': 'Daybreak', 'genre': 'Reggae', 'artist': 'Angela Thompson', 'stream_date': '1972-03-27'}
[2025-08-05T22:29:14.863+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-05T22:29:14.864+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Cynthia Wells', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Metal', 'artist': 'Elizabeth Taylor', 'stream_date': '1984-06-30'}
[2025-08-05T22:29:14.866+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Valerie Cruz', 'song': 'Horizon', 'album': 'Exodus', 'genre': 'Classical', 'artist': 'Hannah Allen', 'stream_date': '2021-08-06'}
[2025-08-05T22:29:14.867+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Thomas Hurst', 'song': 'Eclipse', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Dawn Irwin', 'stream_date': '2011-06-19'}
[2025-08-05T22:29:14.867+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Don Brown', 'song': 'Radiant', 'album': 'Daybreak', 'genre': 'Jazz', 'artist': 'James Tran', 'stream_date': '2008-12-23'}
[2025-08-05T22:29:14.868+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Melissa Johnson', 'song': 'Spectrum', 'album': 'Visions', 'genre': 'Jazz', 'artist': 'Jeffrey Shelton', 'stream_date': '1997-10-16'}
[2025-08-05T22:29:14.871+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shannon Myers', 'song': 'Drift', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Lisa Perez', 'stream_date': '1999-01-31'}
[2025-08-05T22:29:14.873+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Leslie Chandler', 'song': 'Ember!', 'album': 'Static', 'genre': 'Classical', 'artist': 'Anthony Larsen', 'stream_date': '2018-10-09'}
[2025-08-05T22:29:14.874+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tonya Acevedo', 'song': 'Anthem', 'album': 'Afterglow', 'genre': 'Electronic', 'artist': 'Tyler Barnes', 'stream_date': '1973-02-07'}
[2025-08-05T22:29:14.876+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brittany Smith DVM', 'song': 'Quantum', 'album': 'Rebellion', 'genre': 'Country', 'artist': 'Rhonda Ortega', 'stream_date': '2008-11-27'}
[2025-08-05T22:29:14.877+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rebecca Bradley', 'song': 'Cascade', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Andrea Davis', 'stream_date': '1982-05-30'}
[2025-08-05T22:29:14.877+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Roger Ramirez', 'song': 'Prism!', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Victor Robinson', 'stream_date': '1992-01-23'}
[2025-08-05T22:29:14.877+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Darlene Melendez', 'song': 'Radiance', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Dana Baldwin', 'stream_date': '1971-12-08'}
[2025-08-05T22:29:14.878+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Richard Lee', 'song': 'Gravity', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Phillip Smith', 'stream_date': '1995-04-02'}
