[2025-08-06T23:37:49.056+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-06T23:37:49.068+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:37:48.394681+00:00 [queued]>
[2025-08-06T23:37:49.073+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:37:48.394681+00:00 [queued]>
[2025-08-06T23:37:49.073+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-06T23:37:49.081+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-06 23:37:48.394681+00:00
[2025-08-06T23:37:49.084+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=631) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-06T23:37:49.085+0000] {standard_task_runner.py:72} INFO - Started process 634 to run task
[2025-08-06T23:37:49.084+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-06T23:37:48.394681+00:00', '--job-id', '804', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpx1ri61ls']
[2025-08-06T23:37:49.085+0000] {standard_task_runner.py:105} INFO - Job 804: Subtask generator_stream_data
[2025-08-06T23:37:49.102+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-06T23:37:48.394681+00:00 [running]> on host fa37cd2eaec1
[2025-08-06T23:37:49.130+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-06T23:37:48.394681+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-06T23:37:48.394681+00:00'
[2025-08-06T23:37:49.130+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-06T23:37:49.251+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-06T23:37:49.260+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.10', 19092)]>: Broker version identified as 2.6
[2025-08-06T23:37:49.260+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-06T23:37:49.363+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-06T23:37:49.364+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-06T23:37:49.364+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Closing connection. 
[2025-08-06T23:37:49.365+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Paul Brooks', 'song': 'Horizon!', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Lee Morales', 'stream_date': '2024-10-28'}
[2025-08-06T23:37:49.366+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Lance Johnson', 'song': 'Vapor', 'album': 'Islands', 'genre': 'Jazz', 'artist': 'William Franklin', 'stream_date': '2025-06-08'}
[2025-08-06T23:37:49.366+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Teresa Ruiz', 'song': 'Equinox', 'album': 'Threshold', 'genre': 'Classical', 'artist': 'William Collins', 'stream_date': '2024-09-27'}
[2025-08-06T23:37:49.367+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Terry Nguyen', 'song': 'Anthem', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Alyssa Jackson', 'stream_date': '2024-08-21'}
[2025-08-06T23:37:49.369+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jason Ballard', 'song': 'Ember', 'album': 'Islands', 'genre': 'Pop', 'artist': 'Anthony Berry', 'stream_date': '2024-10-11'}
[2025-08-06T23:37:49.371+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Darius Allen', 'song': 'Aurora', 'album': 'Paragon', 'genre': 'Reggae', 'artist': 'Sandra Stewart', 'stream_date': '2025-02-23'}
[2025-08-06T23:37:49.373+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Katherine Romero', 'song': 'Anthem', 'album': 'Sanctuary', 'genre': 'Electronic', 'artist': 'Linda Gomez', 'stream_date': '2025-02-01'}
[2025-08-06T23:37:49.374+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ronald Adams', 'song': 'Zenith', 'album': 'Utopia', 'genre': 'Rock', 'artist': 'Brittany Carlson', 'stream_date': '2025-03-23'}
[2025-08-06T23:37:49.375+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Courtney Williams', 'song': 'Odyssey', 'album': 'Afterglow', 'genre': 'Classical', 'artist': 'Sarah Williams', 'stream_date': '2024-11-05'}
[2025-08-06T23:37:49.377+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Casey Gonzalez', 'song': 'Reverie', 'album': 'Threshold', 'genre': 'Pop', 'artist': 'Darren Collier', 'stream_date': '2025-08-14'}
[2025-08-06T23:37:49.378+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alex Baker', 'song': 'Echo?', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Jennifer Malone', 'stream_date': '2025-03-22'}
[2025-08-06T23:37:49.379+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Todd Glass', 'song': 'Aurora?', 'album': 'Limelight', 'genre': 'R&B', 'artist': 'Candice Levy', 'stream_date': '2025-01-04'}
[2025-08-06T23:37:49.380+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Ruiz', 'song': 'Solstice', 'album': 'Ascension', 'genre': 'Country', 'artist': 'Rachel Graham', 'stream_date': '2025-01-05'}
[2025-08-06T23:37:49.381+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Karen Farley', 'song': 'Echo?', 'album': 'Threshold', 'genre': 'Electronic', 'artist': 'Richard Sherman', 'stream_date': '2025-05-04'}
[2025-08-06T23:37:49.382+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angel Nash', 'song': 'Ember', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Dr. Melissa Patel', 'stream_date': '2025-01-14'}
[2025-08-06T23:37:49.382+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Sullivan', 'song': 'Vortex', 'album': 'Threshold', 'genre': 'Reggae', 'artist': 'Rachael Blair', 'stream_date': '2024-09-29'}
[2025-08-06T23:37:49.383+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alicia Patterson', 'song': 'Celestial', 'album': 'Limelight', 'genre': 'Metal', 'artist': 'Kristen Johnson', 'stream_date': '2024-11-23'}
