[2025-08-07T18:07:16.905+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-07T18:07:16.918+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:07:15.996841+00:00 [queued]>
[2025-08-07T18:07:16.926+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:07:15.996841+00:00 [queued]>
[2025-08-07T18:07:16.927+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-07T18:07:16.937+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-07 18:07:15.996841+00:00
[2025-08-07T18:07:16.944+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=275) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-07T18:07:16.943+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-07T18:07:15.996841+00:00', '--job-id', '829', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmps7ghc4h6']
[2025-08-07T18:07:16.945+0000] {standard_task_runner.py:72} INFO - Started process 280 to run task
[2025-08-07T18:07:16.946+0000] {standard_task_runner.py:105} INFO - Job 829: Subtask generator_stream_data
[2025-08-07T18:07:16.991+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-07T18:07:15.996841+00:00 [running]> on host 476c1de9f946
[2025-08-07T18:07:17.081+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-07T18:07:15.996841+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-07T18:07:15.996841+00:00'
[2025-08-07T18:07:17.082+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-07T18:07:17.299+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-07T18:07:17.303+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 19092)]>: Broker version identified as 2.6
[2025-08-07T18:07:17.303+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-07T18:07:17.407+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-07T18:07:17.408+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-07T18:07:17.408+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-07T18:07:17.414+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:07:17.518+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-07T18:07:17.627+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Lisa Hicks', 'song': 'Anthem', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Nicholas Jackson', 'stream_date': '2025-02-21'}
[2025-08-07T18:07:17.628+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Gregory Johnson', 'song': 'Celestial', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Carolyn Cooper', 'stream_date': '2024-12-23'}
[2025-08-07T18:07:17.629+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-07T18:07:17.629+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kristin Rodriguez', 'song': 'Crescendo', 'album': 'Ascension', 'genre': 'Metal', 'artist': 'James Carey', 'stream_date': '2025-03-26'}
[2025-08-07T18:07:17.630+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Theresa Hall', 'song': 'Mirage?', 'album': 'Afterglow', 'genre': 'Metal', 'artist': 'Ivan Hood', 'stream_date': '2025-05-05'}
[2025-08-07T18:07:17.631+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Taylor Hall', 'song': 'Paradox', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'Andrea Mejia', 'stream_date': '2025-08-27'}
[2025-08-07T18:07:17.631+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mark Phelps', 'song': 'Radiance', 'album': 'Daybreak', 'genre': 'R&B', 'artist': 'James Mclaughlin', 'stream_date': '2024-09-19'}
[2025-08-07T18:07:17.632+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christine Brown', 'song': 'Radiance', 'album': 'Islands', 'genre': 'Metal', 'artist': 'Richard Hansen', 'stream_date': '2024-10-08'}
[2025-08-07T18:07:17.632+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Carol Murphy', 'song': 'Silhouette', 'album': 'Islands', 'genre': 'Hip-Hop', 'artist': 'Dean Rodriguez', 'stream_date': '2024-09-07'}
[2025-08-07T18:07:17.633+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Anthony Mclaughlin', 'song': 'Infinity', 'album': 'Static', 'genre': 'R&B', 'artist': 'David Hensley', 'stream_date': '2025-01-15'}
[2025-08-07T18:07:17.633+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Thomas Wright DDS', 'song': 'Phoenix', 'album': 'Static', 'genre': 'Hip-Hop', 'artist': 'Neil Davis', 'stream_date': '2025-04-07'}
[2025-08-07T18:07:17.633+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jeffrey Brown', 'song': 'Eclipse', 'album': 'Sanctuary', 'genre': 'Electronic', 'artist': 'Gary Jordan', 'stream_date': '2024-08-17'}
[2025-08-07T18:07:17.634+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Daniel Simon', 'song': 'Silhouette', 'album': 'Islands', 'genre': 'Reggae', 'artist': 'Charles Hamilton', 'stream_date': '2025-07-25'}
[2025-08-07T18:07:17.634+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Susan Wilkins', 'song': 'Ember', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Katie Clark', 'stream_date': '2024-12-21'}
[2025-08-07T18:07:17.635+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Grace Aguirre', 'song': 'Mosaic', 'album': 'Afterglow', 'genre': 'Hip-Hop', 'artist': 'Christy Reid', 'stream_date': '2025-07-26'}
[2025-08-07T18:07:17.635+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Amber Rodriguez', 'song': 'Aurora', 'album': 'Limelight', 'genre': 'Electronic', 'artist': 'Kristina Greer', 'stream_date': '2025-06-25'}
[2025-08-07T18:07:17.635+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'William Thompson', 'song': 'Nocturne', 'album': 'Islands', 'genre': 'Metal', 'artist': 'Hannah Ortiz', 'stream_date': '2024-09-14'}
